cement,slag,flyash,water,Strength,superplasticizer,coarseaggregate,fineaggregate,age
141.3,212,0,203.5,10.39,0,971.8,748.5,7
157,236,0,192,33.66,0,935.4,781.2,28
133,200,0,192,27.87,0,927.4,839.2,28
250.2,166.8,0,203.5,19.35,0,977.6,694.1,7
173,116,0,192,11.39,0,946.8,856.8,7
192,288,0,192,12.79,0,929.8,716.1,3
192,288,0,192,39.32,0,929.8,716.1,28
153,102,0,192,4.78,0,888,943.1,3
288,192,0,192,16.11,0,932,717.8,3
305.3,203.5,0,203.5,43.38,0,965.4,631,28
236,157,0,192,20.42,0,972.6,749.1,7
173,116,0,192,6.94,0,946.8,856.8,3
212,141.3,0,203.5,15.03,0,973.4,750,7
236,157,0,192,13.57,0,972.6,749.1,3
183.9,122.6,0,203.5,32.53,0,959.2,800,90
166.8,250.2,0,203.5,15.75,0,975.6,692.6,7
102,153,0,192,7.68,0,887,942,7
288,192,0,192,38.8,0,932,717.8,28
212,141.3,0,203.5,33,0,973.4,750,28
102,153,0,192,17.28,0,887,942,28
173,116,0,192,24.28,0,946.8,856.8,28
183.9,122.6,0,203.5,24.05,0,959.2,800,28
133,200,0,192,36.59,0,927.4,839.2,90
192,288,0,192,50.73,0,929.8,716.1,90
133,200,0,192,13.66,0,927.4,839.2,7
305.3,203.5,0,203.5,14.14,0,965.4,631,3
236,157,0,192,47.78,0,972.6,749.1,90
108.3,162.4,0,203.5,2.33,0,938.2,849,3
157,236,0,192,16.89,0,935.4,781.2,7
288,192,0,192,23.52,0,932,717.8,7
212,141.3,0,203.5,6.81,0,973.4,750,3
212,141.3,0,203.5,39.7,0,973.4,750,90
153,102,0,192,17.96,0,888,943.1,28
236,157,0,192,32.88,0,972.6,749.1,28
116,173,0,192,22.35,0,909.8,891.9,28
183.9,122.6,0,203.5,10.79,0,959.2,800,7
108.3,162.4,0,203.5,7.72,0,938.2,849,7
203.5,305.3,0,203.5,41.68,0,963.4,630,28
203.5,305.3,0,203.5,9.56,0,963.4,630,3
133,200,0,192,6.88,0,927.4,839.2,3
288,192,0,192,50.53,0,932,717.8,90
200,133,0,192,17.17,0,965.4,806.2,7
200,133,0,192,30.44,0,965.4,806.2,28
250.2,166.8,0,203.5,9.73,0,977.6,694.1,3
122.6,183.9,0,203.5,3.32,0,958.2,800.1,3
153,102,0,192,26.32,0,888,943.1,90
200,133,0,192,43.25,0,965.4,806.2,90
116,173,0,192,6.28,0,909.8,891.9,3
173,116,0,192,32.1,0,946.8,856.8,90
250.2,166.8,0,203.5,36.96,0,977.6,694.1,28
305.3,203.5,0,203.5,54.6,0,965.4,631,90
192,288,0,192,21.48,0,929.8,716.1,7
157,236,0,192,9.69,0,935.4,781.2,3
153,102,0,192,8.37,0,888,943.1,7
141.3,212,0,203.5,39.66,0,971.8,748.5,90
116,173,0,192,10.09,0,909.8,891.9,7
141.3,212,0,203.5,4.83,0,971.8,748.5,3
122.6,183.9,0,203.5,10.35,0,958.2,800.1,7
166.8,250.2,0,203.5,43.57,0,975.6,692.6,90
203.5,305.3,0,203.5,51.86,0,963.4,630,90
310,0,0,192,11.85,0,1012,830,3
310,0,0,192,17.24,0,1012,830,7
310,0,0,192,27.83,0,1012,830,28
310,0,0,192,35.76,0,1012,830,90
310,0,0,192,38.7,0,1012,830,120
331,0,0,192,14.31,0,1025,821,3
331,0,0,192,17.44,0,1025,821,7
331,0,0,192,31.74,0,1025,821,28
331,0,0,192,37.91,0,1025,821,90
331,0,0,192,39.38,0,1025,821,120
349,0,0,192,15.87,0,1056,809,3
349,0,0,192,9.01,0,1056,809,7
349,0,0,192,33.61,0,1056,809,28
349,0,0,192,40.66,0,1056,809,90
349,0,0,192,40.86,0,1056,809,120
238,0,0,186,12.05,0,1119,789,7
238,0,0,186,17.54,0,1119,789,28
296,0,0,186,18.91,0,1090,769,7
296,0,0,186,25.18,0,1090,769,28
297,0,0,186,30.96,0,1040,734,7
480,0,0,192,43.89,0,936,721,28
480,0,0,192,54.28,0,936,721,90
397,0,0,186,36.94,0,1040,734,28
281,0,0,186,14.5,0,1104,774,7
281,0,0,185,22.44,0,1104,774,28
500,0,0,200,12.64,0,1125,613,1
500,0,0,200,26.06,0,1125,613,3
500,0,0,200,33.21,0,1125,613,7
500,0,0,200,36.94,0,1125,613,14
500,0,0,200,44.09,0,1125,613,28
540,0,0,173,52.61,0,1125,613,7
540,0,0,173,59.76,0,1125,613,14
540,0,0,173,67.31,0,1125,613,28
540,0,0,173,69.66,0,1125,613,90
540,0,0,173,71.62,0,1125,613,180
540,0,0,173,74.17,0,1125,613,270
350,0,0,203,18.13,0,974,775,7
350,0,0,203,22.53,0,974,775,14
350,0,0,203,27.34,0,974,775,28
350,0,0,203,29.98,0,974,775,56
350,0,0,203,31.35,0,974,775,90
350,0,0,203,32.72,0,974,775,180
385,0,0,186,6.27,0,966,763,1
385,0,0,186,14.7,0,966,763,3
385,0,0,186,23.22,0,966,763,7
385,0,0,186,27.92,0,966,763,14
385,0,0,186,31.35,0,966,763,28
331,0,0,192,39,0,978,825,180
331,0,0,192,41.24,0,978,825,360
349,0,0,192,14.99,0,1047,806,3
331,0,0,192,13.52,0,978,825,3
382,0,0,186,24,0,1047,739,7
382,0,0,186,37.42,0,1047,739,28
382,0,0,186,11.47,0,1111,784,7
281,0,0,186,22.44,0,1104,774,28
339,0,0,185,21.16,0,1069,754,7
339,0,0,185,31.84,0,1069,754,28
295,0,0,185,14.8,0,1069,769,7
295,0,0,185,25.18,0,1069,769,28
238,0,0,185,17.54,0,1118,789,28
296,0,0,192,14.2,0,1085,765,7
296,0,0,192,21.65,0,1085,765,28
296,0,0,192,29.39,0,1085,765,90
331,0,0,192,13.52,0,879,825,3
331,0,0,192,16.26,0,978,825,7
331,0,0,192,31.45,0,978,825,28
331,0,0,192,37.23,0,978,825,90
349,0,0,192,18.13,0,1047,806,7
349,0,0,192,32.72,0,1047,806,28
349,0,0,192,39.49,0,1047,806,90
349,0,0,192,41.05,0,1047,806,180
349,0,0,192,42.13,0,1047,806,360
302,0,0,203,18.13,0,974,817,14
302,0,0,203,26.74,0,974,817,180
525,0,0,189,61.92,0,1125,613,180
500,0,0,200,47.22,0,1125,613,90
500,0,0,200,51.04,0,1125,613,180
500,0,0,200,55.16,0,1125,613,270
540,0,0,173,41.64,0,1125,613,3
252,0,0,185,13.71,0,1111,784,7
252,0,0,185,19.69,0,1111,784,28
339,0,0,185,31.65,0,1060,754,28
393,0,0,192,19.11,0,940,758,3
393,0,0,192,39.58,0,940,758,28
393,0,0,192,48.79,0,940,758,90
382,0,0,185,24,0,1047,739,7
382,0,0,185,37.42,0,1047,739,28
252,0,0,186,11.47,0,1111,784,7
252,0,0,185,19.69,0,1111,784,28
310,0,0,192,14.99,0,970,850,7
310,0,0,192,27.92,0,970,850,28
310,0,0,192,34.68,0,970,850,90
310,0,0,192,37.33,0,970,850,180
310,0,0,192,38.11,0,970,850,360
525,0,0,189,33.8,0,1125,613,3
525,0,0,189,42.42,0,1125,613,7
525,0,0,189,48.4,0,1125,613,14
525,0,0,189,55.94,0,1125,613,28
525,0,0,189,58.78,0,1125,613,90
525,0,0,189,67.11,0,1125,613,270
322,0,0,203,20.77,0,974,800,14
322,0,0,203,25.18,0,974,800,28
322,0,0,203,29.59,0,974,800,180
302,0,0,203,21.75,0,974,817,28
397,0,0,185,39.09,0,1040,734,28
480,0,0,192,24.39,0,936,721,3
522,0,0,146,50.51,0,896,896,7
522,0,0,146,74.99,0,896,896,28
273,105,82,210,37.17,9,904,680,28
162,190,148,179,33.76,19,838,741,28
154,144,112,220,16.5,10,923,658,28
147,115,89,202,19.99,9,860,829,28
152,178,139,168,36.35,18,944,695,28
310,143,111,168,33.69,22,914,651,28
144,0,175,158,15.42,18,943,844,28
304,140,0,214,33.42,6,895,722,28
374,0,0,190,39.05,7,1013,730,28
159,149,116,175,27.68,15,953,720,28
153,239,0,200,26.86,6,1002,684,28
310,143,0,168,45.3,10,914,804,28
305,0,100,196,30.12,10,959,705,28
151,0,184,167,15.57,12,991,772,28
142,167,130,174,44.61,11,883,785,28
298,137,107,201,53.52,6,878,655,28
321,164,0,190,57.21,5,870,774,28
366,187,0,191,65.91,7,824,757,28
280,129,100,172,52.82,9,825,805,28
252,97,76,194,33.4,8,835,821,28
165,0,150,182,18.03,12,1023,729,28
156,243,0,180,37.36,11,1022,698,28
160,188,146,203,32.84,11,829,710,28
298,0,107,186,42.64,6,879,815,28
318,0,126,210,40.06,6,861,737,28
287,121,94,188,41.94,9,904,696,28
326,166,0,174,61.23,9,882,790,28
356,0,142,193,40.87,11,801,778,28
132,207,161,179,33.3,5,867,736,28
322,149,0,186,52.42,8,951,709,28
164,0,200,181,15.09,13,849,846,28
314,0,113,170,38.46,10,925,783,28
321,0,128,182,37.26,11,870,780,28
140,164,128,237,35.23,6,869,656,28
288,121,0,177,42.13,7,908,829,28
298,0,107,210,31.87,11,880,744,28
265,111,86,195,41.54,6,833,790,28
160,250,0,168,39.45,12,1049,688,28
166,260,0,183,37.91,13,859,827,28
276,116,90,180,44.28,9,870,768,28
322,0,116,196,31.18,10,818,813,28
149,139,109,193,23.69,6,892,780,28
159,187,0,176,32.76,11,990,789,28
261,100,78,201,32.4,9,864,761,28
237,92,71,247,28.63,6,853,695,28
313,0,113,178,36.8,8,1002,689,28
155,183,0,193,18.28,9,1047,697,28
146,230,0,202,33.06,3,827,872,28
296,0,107,221,31.42,11,819,778,28
133,210,0,196,31.03,3,949,795,28
313,145,0,178,44.39,8,867,824,28
152,0,112,184,12.18,8,992,816,28
153,145,113,178,25.56,8,1002,689,28
140,133,103,200,36.44,7,916,753,28
149,236,0,176,32.96,13,847,893,28
300,0,120,212,23.84,10,878,728,28
153,145,113,178,26.23,8,867,824,28
148,0,137,158,17.95,16,1002,830,28
326,0,138,199,40.68,11,801,792,28
153,145,0,178,19.01,8,1000,822,28
262,111,86,195,33.72,5,895,733,28
158,0,195,220,8.54,11,898,713,28
151,0,185,167,13.46,16,1074,678,28
273,0,90,199,32.24,11,931,762,28
149,118,92,183,23.52,7,953,780,28
143,169,143,191,29.72,8,967,643,28
260,101,78,171,49.77,10,936,763,28
313,161,0,178,52.44,10,917,759,28
284,120,0,168,40.93,7,970,794,28
336,0,0,182,44.86,3,986,817,28
145,0,134,181,13.2,11,979,812,28
150,237,0,174,37.43,12,1069,675,28
144,170,133,192,29.87,8,814,805,28
331,170,0,195,56.61,8,811,802,28
155,0,143,193,12.46,9,1047,697,28
155,183,0,193,23.79,9,877,868,28
135,0,166,180,13.29,10,961,805,28
266,112,87,178,39.42,10,910,745,28
314,145,113,179,46.23,8,869,690,28
313,145,0,127,44.52,8,1000,822,28
146,173,0,182,23.74,3,986,817,28
144,136,106,178,26.14,7,941,774,28
148,0,182,181,15.52,15,839,884,28
277,117,91,191,43.57,7,946,666,28
298,0,107,164,35.86,13,953,784,28
313,145,0,178,41.05,8,1002,689,28
155,184,143,194,28.99,9,880,699,28
289,134,0,195,46.24,6,924,760,28
148,175,0,171,26.92,2,1000,828,28
145,0,179,202,10.54,8,824,869,28
313,0,0,178,25.1,8,1000,822,28
136,162,126,172,29.07,10,923,764,28
155,0,143,193,9.74,9,877,868,28
255,99,77,189,33.8,6,919,749,28
162,207,172,216,39.84,10,822,638,28
136,196,98,199,26.97,6,847,783,28
164,163,128,197,27.23,8,961,641,28
162,214,164,202,30.65,10,820,680,28
157,214,152,200,33.05,9,819,704,28
149,153,194,192,24.58,8,935,623,28
135,105,193,196,21.91,6,965,643,28
159,209,161,201,30.88,7,848,669,28
144,15,195,176,15.34,6,1021,709,28
154,174,185,228,24.34,7,845,612,28
167,187,195,185,23.89,7,898,636,28
184,86,190,213,22.93,6,923,623,28
156,178,187,221,29.41,7,854,614,28
236.9,91.7,71.5,246.9,28.63,6,852.9,695.4,28
313.3,0,113,178.5,36.8,8,1001.9,688.7,28
154.8,183.4,0,193.3,18.29,9.1,1047.4,696.7,28
145.9,230.5,0,202.5,32.72,3.4,827,871.8,28
296,0,106.7,221.4,31.42,10.5,819.2,778.4,28
133.1,210.2,0,195.7,28.94,3.1,949.4,795.3,28
313.3,145,0,178.5,40.93,8,867.2,824,28
151.6,0,111.9,184.4,12.18,7.9,992,815.9,28
153.1,145,113,178.5,25.56,8,1001.9,688.7,28
139.9,132.6,103.3,200.3,36.44,7.4,916,753.4,28
149.5,236,0,175.8,32.96,12.6,846.8,892.7,28
299.8,0,119.8,211.5,23.84,9.9,878.2,727.6,28
153.1,145,113,178.5,26.23,8,867.2,824,28
148.1,0,136.6,158.1,17.96,16.1,1001.8,830.1,28
326.5,0,137.9,199,38.63,10.8,801.1,792.5,28
152.7,144.7,0,178.1,19.01,8,999.7,822.2,28
261.9,110.5,86.1,195.4,33.72,5,895.2,732.6,28
158.4,0,194.9,219.7,8.54,11,897.7,712.9,28
150.7,0,185.3,166.7,13.46,15.6,1074.5,678,28
272.6,0,89.6,198.7,32.25,10.6,931.3,762.2,28
149,117.6,91.7,182.9,23.52,7.1,953.4,780.3,28
143,169.4,142.7,190.7,29.73,8.4,967.4,643.5,28
259.9,100.6,78.4,170.6,49.77,10.4,935.7,762.9,28
312.9,160.5,0,177.6,52.45,9.6,916.6,759.5,28
284,119.7,0,168.3,40.93,7.2,970.4,794.2,28
336.5,0,0,181.9,44.87,3.4,985.8,816.8,28
144.8,0,133.6,180.8,13.2,11.1,979.5,811.5,28
150,236.8,0,173.8,37.43,11.9,1069.3,674.8,28
143.7,170.2,132.6,191.6,29.87,8.5,814.1,805.3,28
330.5,169.6,0,194.9,56.62,8.1,811,802.3,28
154.8,0,142.8,193.3,12.46,9.1,1047.4,696.7,28
154.8,183.4,0,193.3,23.79,9.1,877.2,867.7,28
134.7,0,165.7,180.2,13.29,10,961,804.9,28
266.2,112.3,87.5,177.9,39.42,10.4,909.7,744.5,28
314,145.3,113.2,178.9,46.23,8,869.1,690.2,28
312.7,144.7,0,127.3,44.52,8,999.7,822.2,28
145.7,172.6,0,181.9,23.74,3.4,985.8,816.8,28
143.8,136.3,106.2,178.1,26.15,7.5,941.5,774.3,28
148.1,0,182.1,181.4,15.53,15,838.9,884.3,28
277,116.8,91,190.6,43.58,7,946.5,665.6,28
298.1,0,107.5,163.6,35.87,12.8,953.2,784,28
313.3,145,0,178.5,41.05,8,1001.9,688.7,28
155.2,183.9,143.2,193.8,28.99,9.2,879.6,698.5,28
289,133.7,0,194.9,46.25,5.5,924.1,760.1,28
147.8,175.1,0,171.2,26.92,2.2,1000,828.5,28
145.4,0,178.9,201.7,10.54,7.8,824,868.7,28
312.7,0,0,178.1,25.1,8,999.7,822.2,28
136.4,161.6,125.8,171.6,29.07,10.4,922.6,764.4,28
154.8,0,142.8,193.3,9.74,9.1,877.2,867.7,28
255.3,98.8,77,188.6,33.8,6.5,919,749.3,28
272.8,105.1,81.8,209.7,37.17,9,904,679.7,28
162,190.1,148.1,178.8,33.76,18.8,838.1,741.4,28
153.6,144.2,112.3,220.1,16.5,10.1,923.2,657.9,28
146.5,114.6,89.3,201.9,19.99,8.8,860,829.5,28
151.8,178.1,138.7,167.5,36.35,18.3,944,694.6,28
309.9,142.8,111.2,167.8,38.22,22.1,913.9,651.2,28
143.6,0,174.9,158.4,15.42,17.9,942.7,844.5,28
303.6,139.9,0,213.5,33.42,6.2,895.5,722.5,28
374.3,0,0,190.2,39.06,6.7,1013.2,730.4,28
158.6,148.9,116,175.1,27.68,15,953.3,719.7,28
152.6,238.7,0,200,26.86,6.3,1001.8,683.9,28
310,142.8,0,167.9,45.3,10,914.3,804,28
304.8,0,99.6,196,30.12,9.8,959.4,705.2,28
150.9,0,183.9,166.6,15.57,11.6,991.2,772.2,28
141.9,166.6,129.7,173.5,44.61,10.9,882.6,785.3,28
297.8,137.2,106.9,201.3,53.52,6,878.4,655.3,28
321.3,164.2,0,190.5,57.22,4.6,870,774,28
366,187,0,191.3,65.91,6.6,824.3,756.9,28
279.8,128.9,100.4,172.4,52.83,9.5,825.1,804.9,28
252.1,97.1,75.6,193.8,33.4,8.3,835.5,821.4,28
164.6,0,150.4,181.6,18.03,11.7,1023.3,728.9,28
155.6,243.5,0,180.3,37.36,10.7,1022,697.7,28
160.2,188,146.4,203.2,35.31,11.3,828.7,709.7,28
298.1,0,107,186.4,42.64,6.1,879,815.2,28
317.9,0,126.5,209.7,40.06,5.7,860.5,736.6,28
287.3,120.5,93.9,187.6,43.8,9.2,904.4,695.9,28
325.6,166.4,0,174,61.24,8.9,881.6,790,28
355.9,0,141.6,193.3,40.87,11,801.4,778.4,28
132,206.5,160.9,178.9,33.31,5.5,866.9,735.6,28
322.5,148.6,0,185.8,52.43,8.5,951,709.5,28
164.2,0,200.1,181.2,15.09,12.6,849.3,846,28
313.8,0,112.6,169.9,38.46,10.1,925.3,782.9,28
321.4,0,127.9,182.5,37.27,11.5,870.1,779.7,28
139.7,163.9,127.7,236.7,35.23,5.8,868.6,655.6,28
288.4,121,0,177.4,42.14,7,907.9,829.5,28
298.2,0,107,209.7,31.88,11.1,879.6,744.2,28
264.5,111,86.5,195.5,41.54,5.9,832.6,790.4,28
159.8,250,0,168.4,39.46,12.2,1049.3,688.2,28
166,259.7,0,183.2,37.92,12.7,858.8,826.8,28
276.4,116,90.3,179.6,44.28,8.9,870.1,768.3,28
322.2,0,115.6,196,31.18,10.4,817.9,813.4,28
148.5,139.4,108.6,192.7,23.7,6.1,892.4,780,28
159.1,186.7,0,175.6,32.77,11.3,989.6,788.9,28
260.9,100.5,78.3,200.6,32.4,8.6,864.5,761.5,28
